Respondent_Serial,term,halfterm,wt_gross,xSCHYR_5_2,xcluster,xstrata,xsurvey_year,Region_name,CSPNC,CSP_name,CSPNC2019,CSP_name2019,CountyCounc_2021,CountyCounc_2023,LDP_combined,LDP_proxy,STP_NC,Overall,Birthmonth_A,age_11,SCHYR_A,SCHYR_5_2,SEX_A,Urbanrural6,urbanrural2,IMDDECILE,IMD10_GR3,IMD_QUINTILE,IDACI_DECILE,IDACI10_GR3,IDACI_QUINTILE,CommNeed10,CommNeed10_GR3,Absence_Overall_GR4,Absence_Persistent_GR6,Daily_mile,ESL_GR10,ESL_GR5,Exclusions_Fixed_GR5,Exclusions_Permanent_GR4,FSM_elig_PC_GR6,FSM_take_PC_GR6,GypEth_GR5,Meetstandards_GR10,Meetstandards_GR4,ofstedrating,PrimaryCount_GR5,Progress8_GR,PupilCount_GR18,PupilTeacherRatio_GR5,Schoolestab,schoolreligion2,schoolreligion4,schoolreligion6,schoolselect2,Schoolsex2,Schoolsex3,SecondaryCount_GR5,PLLIKESP_A,PLLIKESP_A_gr,PLLIKESP_A_gr2,PLLIKEAC2_A,PLLIKEAC2_A_gr,PLLIKEAC2_A_gr2,PLEASY_A,PLEASY_A_gr2,SWIMLK_A,SWIMLK_A_gr2,SWIMLV_A_gr2,WELLHP4_A,TRAVEL_A1,TRAVEL_A2,TRAVEL_A3,TRAVEL_A4,TRAVEL_A5,TRAVEL_A6,WEEKSP1_A01,WEEKSP1_A02,WEEKSP1_A03,WEEKSP1_A04,WEEKSP1_A05,WEEKSP1_A06,WEEKSP1_A07,WEEKSP1_A08,WEEKSP1_A09,WEEKSP1_A12,WEEKAC1_A01,WEEKAC1_A02,WEEKAC1_A03,WEEKAC1_A04,WEEKAC1_A05,WEEKAC1_A06,WEEKAC1_A07,WEEKAC1_A08,WEEKAC1_A09,WEEKAC1_A10,WEEKAC1_A11,WEEKAC1_A12
1023407,3,5,206.548089375495,1,364552,13225,6,9,44,44,47,47,-96,-96,0,0,42,1,1,7,2,1,1,1,1,1,1,1,2,1,1,3,1,4,6,2,2,1,2,1,5,5,1,-1,-1,2,3,-1,3,2,2,2,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,-92,1,0
1023521,3,5,206.548089375495,1,364552,13225,6,9,44,44,47,47,-96,-96,0,0,42,1,4,6,2,1,1,1,1,1,1,1,2,1,1,3,1,4,6,2,2,1,2,1,5,5,1,-1,-1,2,3,-1,3,2,2,2,4,6,1,1,1,1,2,1,2,1,1,1,1,1,2,1,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,-92,0,0
1023522,3,5,206.548089375495,1,364552,13225,6,9,44,44,47,47,-96,-96,0,0,42,1,3,7,2,1,1,1,1,1,1,1,2,1,1,3,1,4,6,2,2,1,2,1,5,5,1,-1,-1,2,3,-1,3,2,2,2,4,6,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,-92,0,0
1023523,3,5,214.216227441759,1,364552,13225,6,9,44,44,47,47,-96,-96,0,0,42,1,2,7,2,1,2,1,1,1,1,1,2,1,1,3,1,4,6,2,2,1,2,1,5,5,1,-1,-1,2,3,-1,3,2,2,2,4,6,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,-92,1,0
1013752,2,4,79.420529343601,1,360413,11937,6,9,20,20,20,20,-96,-96,0,12,19,1,1,7,2,1,2,4,2,6,2,3,9,3,5,3,1,4,6,2,1,1,1,1,3,2,1,-1,-1,4,2,-1,2,3,2,2,4,6,1,1,1,1,2,1,2,3,2,2,1,1,4,2,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-92,0,0
1013753,2,4,79.420529343601,1,360413,11937,6,9,20,20,20,20,-96,-96,0,12,19,1,3,6,2,1,2,4,2,6,2,3,9,3,5,3,1,4,6,2,1,1,1,1,3,2,1,-1,-1,4,2,-1,2,3,2,2,4,6,1,1,1,1,5,-99,-99,1,1,1,1,1,1,1,1,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-92,0,0
1013755,2,4,76.5775727048468,1,360413,11937,6,9,20,20,20,20,-96,-96,0,12,19,1,1,7,2,1,1,4,2,6,2,3,9,3,5,3,1,4,6,2,1,1,1,1,3,2,1,-1,-1,4,2,-1,2,3,2,2,4,6,1,1,1,1,1,1,1,3,2,2,2,2,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-92,0,0
1013756,2,4,76.5775727048468,1,360413,11937,6,9,20,20,20,20,-96,-96,0,12,19,1,1,6,2,1,1,4,2,6,2,3,9,3,5,3,1,4,6,2,1,1,1,1,3,2,1,-1,-1,4,2,-1,2,3,2,2,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-92,0,0
1013757,2,4,76.5775727048468,1,360413,11937,6,9,20,20,20,20,-96,-96,0,12,19,1,1,7,2,1,1,4,2,6,2,3,9,3,5,3,1,4,6,2,1,1,1,1,3,2,1,-1,-1,4,2,-1,2,3,2,2,4,6,1,1,1,1,1,1,1,2,1,2,2,2,4,2,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,-92,0,0
1013758,2,4,79.420529343601,1,360413,11937,6,9,20,20,20,20,-96,-96,0,12,19,1,2,7,2,1,2,4,2,6,2,3,9,3,5,3,1,4,6,2,1,1,1,1,3,2,1,-1,-1,4,2,-1,2,3,2,2,4,6,1,1,1,1,1,1,1,2,1,2,3,99,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,-92,0,0
1013759,2,4,79.420529343601,1,360413,11937,6,9,20,20,20,20,-96,-96,0,12,19,1,3,6,2,1,2,4,2,6,2,3,9,3,5,3,1,4,6,2,1,1,1,1,3,2,1,-1,-1,4,2,-1,2,3,2,2,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,-92,1,0
1013761,2,4,79.420529343601,1,360413,11937,6,9,20,20,20,20,-96,-96,0,12,19,1,3,6,2,1,2,4,2,6,2,3,9,3,5,3,1,4,6,2,1,1,1,1,3,2,1,-1,-1,4,2,-1,2,3,2,2,4,6,1,1,1,1,4,2,2,4,2,2,2,2,4,2,2,3,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,-92,0,0
1013762,2,4,76.5775727048468,1,360413,11937,6,9,20,20,20,20,-96,-96,0,12,19,1,4,6,2,1,1,4,2,6,2,3,9,3,5,3,1,4,6,2,1,1,1,1,3,2,1,-1,-1,4,2,-1,2,3,2,2,4,6,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,-92,0,0
1013763,2,4,79.420529343601,1,360413,11937,6,9,20,20,20,20,-96,-96,0,12,19,1,3,6,2,1,2,4,2,6,2,3,9,3,5,3,1,4,6,2,1,1,1,1,3,2,1,-1,-1,4,2,-1,2,3,2,2,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-92,0,0
1013764,2,4,77.322682843714,1,360413,11937,6,9,20,20,20,20,-96,-96,0,12,19,1,3,7,1,1,2,4,2,6,2,3,9,3,5,3,1,4,6,2,1,1,1,1,3,2,1,-1,-1,4,2,-1,2,3,2,2,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-92,0,0
1013765,2,4,79.420529343601,1,360413,11937,6,9,20,20,20,20,-96,-96,0,12,19,1,1,7,2,1,2,4,2,6,2,3,9,3,5,3,1,4,6,2,1,1,1,1,3,2,1,-1,-1,4,2,-1,2,3,2,2,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-92,0,1
1013767,2,4,76.5775727048468,1,360413,11937,6,9,20,20,20,20,-96,-96,0,12,19,1,4,6,2,1,1,4,2,6,2,3,9,3,5,3,1,4,6,2,1,1,1,1,3,2,1,-1,-1,4,2,-1,2,3,2,2,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,-92,0,0
1013768,2,4,76.5775727048468,1,360413,11937,6,9,20,20,20,20,-96,-96,0,12,19,1,4,6,2,1,1,4,2,6,2,3,9,3,5,3,1,4,6,2,1,1,1,1,3,2,1,-1,-1,4,2,-1,2,3,2,2,4,6,1,1,1,1,1,1,1,1,1,1,3,99,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,-92,0,0
1013769,2,4,76.5775727048468,1,360413,11937,6,9,20,20,20,20,-96,-96,0,12,19,1,3,6,2,1,1,4,2,6,2,3,9,3,5,3,1,4,6,2,1,1,1,1,3,2,1,-1,-1,4,2,-1,2,3,2,2,4,6,1,1,1,1,1,1,1,2,1,2,3,99,4,2,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-92,0,0
1013771,2,4,76.5775727048468,1,360413,11937,6,9,20,20,20,20,-96,-96,0,12,19,1,4,6,2,1,1,4,2,6,2,3,9,3,5,3,1,4,6,2,1,1,1,1,3,2,1,-1,-1,4,2,-1,2,3,2,2,4,6,1,1,1,1,2,1,2,2,1,2,3,99,3,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,-92,0,0
1013772,2,4,76.5775727048468,1,360413,11937,6,9,20,20,20,20,-96,-96,0,12,19,1,1,7,2,1,1,4,2,6,2,3,9,3,5,3,1,4,6,2,1,1,1,1,3,2,1,-1,-1,4,2,-1,2,3,2,2,4,6,1,1,1,1,1,1,1,1,1,1,3,99,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-92,0,0
1013773,2,4,76.5775727048468,1,360413,11937,6,9,20,20,20,20,-96,-96,0,12,19,1,1,7,2,1,1,4,2,6,2,3,9,3,5,3,1,4,6,2,1,1,1,1,3,2,1,-1,-1,4,2,-1,2,3,2,2,4,6,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,-92,0,0
1013774,2,4,79.420529343601,1,360413,11937,6,9,20,20,20,20,-96,-96,0,12,19,1,1,7,2,1,2,4,2,6,2,3,9,3,5,3,1,4,6,2,1,1,1,1,3,2,1,-1,-1,4,2,-1,2,3,2,2,4,6,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-92,0,0
1013776,2,4,79.420529343601,1,360413,11937,6,9,20,20,20,20,-96,-96,0,12,19,1,1,7,2,1,2,4,2,6,2,3,9,3,5,3,1,4,6,2,1,1,1,1,3,2,1,-1,-1,4,2,-1,2,3,2,2,4,6,1,1,1,1,1,1,1,1,1,1,3,99,1,1,1,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-92,0,0
1026089,3,6,173.833037595193,1,362868,10189,6,3,25,25,25,25,-96,-96,0,0,28,1,1,6,1,1,2,1,1,2,1,1,3,1,2,4,2,4,6,2,4,2,3,1,4,4,-1,3,1,2,5,-1,9,3,1,2,4,6,1,1,1,1,1,1,1,1,1,1,3,99,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,-92,0,0
1026093,3,6,171.769381878547,1,362868,10189,6,3,25,25,25,25,-96,-96,0,0,28,1,4,6,1,1,1,1,1,2,1,1,3,1,2,4,2,4,6,2,4,2,3,1,4,4,-1,3,1,2,5,-1,9,3,1,2,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-92,0,0
1026096,3,6,173.833037595193,1,362868,10189,6,3,25,25,25,25,-96,-96,0,0,28,1,2,6,1,1,2,1,1,2,1,1,3,1,2,4,2,4,6,2,4,2,3,1,4,4,-1,3,1,2,5,-1,9,3,1,2,4,6,1,1,1,1,2,1,2,2,1,2,3,99,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,-92,0,0
1026493,3,6,173.833037595193,1,362868,10189,6,3,25,25,25,25,-96,-96,0,0,28,1,1,6,1,1,2,1,1,2,1,1,3,1,2,4,2,4,6,2,4,2,3,1,4,4,-1,3,1,2,5,-1,9,3,1,2,4,6,1,1,1,1,5,-99,-99,2,1,2,1,1,1,1,1,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,-92,0,0
1026670,3,6,173.833037595193,1,362868,10189,6,3,25,25,25,25,-96,-96,0,0,28,1,4,6,1,1,2,1,1,2,1,1,3,1,2,4,2,4,6,2,4,2,3,1,4,4,-1,3,1,2,5,-1,9,3,1,2,4,6,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,-92,0,0
1026678,3,6,173.833037595193,1,362868,10189,6,3,25,25,25,25,-96,-96,0,0,28,1,2,6,1,1,2,1,1,2,1,1,3,1,2,4,2,4,6,2,4,2,3,1,4,4,-1,3,1,2,5,-1,9,3,1,2,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-92,0,0
1026694,3,6,173.833037595193,1,362868,10189,6,3,25,25,25,25,-96,-96,0,0,28,1,1,6,1,1,2,1,1,2,1,1,3,1,2,4,2,4,6,2,4,2,3,1,4,4,-1,3,1,2,5,-1,9,3,1,2,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,1,1,0,1,-92,0,0
1027055,3,6,173.833037595193,1,362868,10189,6,3,25,25,25,25,-96,-96,0,0,28,1,1,6,1,1,2,1,1,2,1,1,3,1,2,4,2,4,6,2,4,2,3,1,4,4,-1,3,1,2,5,-1,9,3,1,2,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-92,0,0
1027236,3,6,173.833037595193,1,362868,10189,6,3,25,25,25,25,-96,-96,0,0,28,1,4,5,1,1,2,1,1,2,1,1,3,1,2,4,2,4,6,2,4,2,3,1,4,4,-1,3,1,2,5,-1,9,3,1,2,4,6,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,-92,0,0
1027819,3,6,171.769381878547,1,362868,10189,6,3,25,25,25,25,-96,-96,0,0,28,1,1,6,1,1,1,1,1,2,1,1,3,1,2,4,2,4,6,2,4,2,3,1,4,4,-1,3,1,2,5,-1,9,3,1,2,4,6,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,-92,0,0
1028181,3,6,173.833037595193,1,362868,10189,6,3,25,25,25,25,-96,-96,0,0,28,1,2,6,1,1,2,1,1,2,1,1,3,1,2,4,2,4,6,2,4,2,3,1,4,4,-1,3,1,2,5,-1,9,3,1,2,4,6,1,1,1,1,2,1,2,1,1,1,1,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,-92,0,0
1028397,3,6,173.833037595193,1,362868,10189,6,3,25,25,25,25,-96,-96,0,0,28,1,2,6,1,1,2,1,1,2,1,1,3,1,2,4,2,4,6,2,4,2,3,1,4,4,-1,3,1,2,5,-1,9,3,1,2,4,6,1,1,1,1,2,1,2,1,1,1,1,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,-92,0,0
1029551,3,6,173.833037595193,1,362868,10189,6,3,25,25,25,25,-96,-96,0,0,28,1,4,6,1,1,2,1,1,2,1,1,3,1,2,4,2,4,6,2,4,2,3,1,4,4,-1,3,1,2,5,-1,9,3,1,2,4,6,1,1,1,1,2,1,2,2,1,2,1,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,-92,0,0
1002520,1,2,93.956421618195,1,363464,16928,6,8,4,4,4,4,-96,-96,0,0,41,1,3,5,1,1,2,1,1,2,1,1,1,1,1,4,2,4,5,2,4,2,3,2,5,5,1,7,3,2,4,-1,4,3,1,2,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-92,0,0
1002521,1,2,97.0228162590247,1,363464,16928,6,8,4,4,4,4,-96,-96,0,0,41,1,3,5,1,1,1,1,1,2,1,1,1,1,1,4,2,4,5,2,4,2,3,2,5,5,1,7,3,2,4,-1,4,3,1,2,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-92,1,0
1002522,1,2,93.956421618195,1,363464,16928,6,8,4,4,4,4,-96,-96,0,0,41,1,3,5,1,1,2,1,1,2,1,1,1,1,1,4,2,4,5,2,4,2,3,2,5,5,1,7,3,2,4,-1,4,3,1,2,4,6,1,1,1,1,4,2,2,5,-99,-99,3,99,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,-92,0,0
1002523,1,2,93.956421618195,1,363464,16928,6,8,4,4,4,4,-96,-96,0,0,41,1,3,5,1,1,2,1,1,2,1,1,1,1,1,4,2,4,5,2,4,2,3,2,5,5,1,7,3,2,4,-1,4,3,1,2,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,-92,0,0
1002525,1,2,93.956421618195,1,363464,16928,6,8,4,4,4,4,-96,-96,0,0,41,1,4,5,1,1,2,1,1,2,1,1,1,1,1,4,2,4,5,2,4,2,3,2,5,5,1,7,3,2,4,-1,4,3,1,2,4,6,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,-92,1,0
1002526,1,2,97.0228162590247,1,363464,16928,6,8,4,4,4,4,-96,-96,0,0,41,1,1,6,1,1,1,1,1,2,1,1,1,1,1,4,2,4,5,2,4,2,3,2,5,5,1,7,3,2,4,-1,4,3,1,2,4,6,1,1,1,1,2,1,2,2,1,2,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,-92,0,0
1002527,1,2,93.956421618195,1,363464,16928,6,8,4,4,4,4,-96,-96,0,0,41,1,4,5,1,1,2,1,1,2,1,1,1,1,1,4,2,4,5,2,4,2,3,2,5,5,1,7,3,2,4,-1,4,3,1,2,4,6,1,1,1,1,2,1,2,2,1,2,1,1,2,1,2,3,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,-92,1,0
1002528,1,2,93.956421618195,1,363464,16928,6,8,4,4,4,4,-96,-96,0,0,41,1,4,5,1,1,2,1,1,2,1,1,1,1,1,4,2,4,5,2,4,2,3,2,5,5,1,7,3,2,4,-1,4,3,1,2,4,6,1,1,1,1,1,1,1,5,-99,-99,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-92,0,0
1002529,1,2,97.0228162590247,1,363464,16928,6,8,4,4,4,4,-96,-96,0,0,41,1,2,5,1,1,1,1,1,2,1,1,1,1,1,4,2,4,5,2,4,2,3,2,5,5,1,7,3,2,4,-1,4,3,1,2,4,6,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-92,0,0
1002530,1,2,97.0228162590247,1,363464,16928,6,8,4,4,4,4,-96,-96,0,0,41,1,4,5,1,1,1,1,1,2,1,1,1,1,1,4,2,4,5,2,4,2,3,2,5,5,1,7,3,2,4,-1,4,3,1,2,4,6,1,1,1,1,2,1,2,2,1,2,1,1,2,1,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-92,0,0
1002531,1,2,93.956421618195,1,363464,16928,6,8,4,4,4,4,-96,-96,0,0,41,1,4,5,1,1,2,1,1,2,1,1,1,1,1,4,2,4,5,2,4,2,3,2,5,5,1,7,3,2,4,-1,4,3,1,2,4,6,1,1,1,1,4,2,2,2,1,2,2,2,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,-92,1,0
1002532,1,2,93.956421618195,1,363464,16928,6,8,4,4,4,4,-96,-96,0,0,41,1,1,6,1,1,2,1,1,2,1,1,1,1,1,4,2,4,5,2,4,2,3,2,5,5,1,7,3,2,4,-1,4,3,1,2,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,-92,1,0
1002533,1,2,97.0228162590247,1,363464,16928,6,8,4,4,4,4,-96,-96,0,0,41,1,4,5,1,1,1,1,1,2,1,1,1,1,1,4,2,4,5,2,4,2,3,2,5,5,1,7,3,2,4,-1,4,3,1,2,4,6,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,-92,1,0
1002534,1,2,93.956421618195,1,363464,16928,6,8,4,4,4,4,-96,-96,0,0,41,1,4,5,1,1,2,1,1,2,1,1,1,1,1,4,2,4,5,2,4,2,3,2,5,5,1,7,3,2,4,-1,4,3,1,2,4,6,1,1,1,1,2,1,2,2,1,2,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,-92,0,0
1002535,1,2,97.0228162590247,1,363464,16928,6,8,4,4,4,4,-96,-96,0,0,41,1,1,6,1,1,1,1,1,2,1,1,1,1,1,4,2,4,5,2,4,2,3,2,5,5,1,7,3,2,4,-1,4,3,1,2,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,-92,1,0
1002536,1,2,93.956421618195,1,363464,16928,6,8,4,4,4,4,-96,-96,0,0,41,1,2,5,1,1,2,1,1,2,1,1,1,1,1,4,2,4,5,2,4,2,3,2,5,5,1,7,3,2,4,-1,4,3,1,2,4,6,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-92,0,0
1002537,1,2,97.0228162590247,1,363464,16928,6,8,4,4,4,4,-96,-96,0,0,41,1,2,5,1,1,1,1,1,2,1,1,1,1,1,4,2,4,5,2,4,2,3,2,5,5,1,7,3,2,4,-1,4,3,1,2,4,6,1,1,1,1,1,1,1,3,2,2,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,-92,0,0
1002538,1,2,93.956421618195,1,363464,16928,6,8,4,4,4,4,-96,-96,0,0,41,1,3,5,1,1,2,1,1,2,1,1,1,1,1,4,2,4,5,2,4,2,3,2,5,5,1,7,3,2,4,-1,4,3,1,2,4,6,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,-92,1,0
1002539,1,2,93.956421618195,1,363464,16928,6,8,4,4,4,4,-96,-96,0,0,41,1,1,6,1,1,2,1,1,2,1,1,1,1,1,4,2,4,5,2,4,2,3,2,5,5,1,7,3,2,4,-1,4,3,1,2,4,6,1,1,1,1,2,1,2,1,1,1,2,2,2,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-92,1,0
1002540,1,2,97.0228162590247,1,363464,16928,6,8,4,4,4,4,-96,-96,0,0,41,1,2,5,1,1,1,1,1,2,1,1,1,1,1,4,2,4,5,2,4,2,3,2,5,5,1,7,3,2,4,-1,4,3,1,2,4,6,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,-92,0,0
1002541,1,2,97.0228162590247,1,363464,16928,6,8,4,4,4,4,-96,-96,0,0,41,1,3,5,1,1,1,1,1,2,1,1,1,1,1,4,2,4,5,2,4,2,3,2,5,5,1,7,3,2,4,-1,4,3,1,2,4,6,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-92,0,0
1002542,1,2,97.0228162590247,1,363464,16928,6,8,4,4,4,4,-96,-96,0,0,41,1,1,6,1,1,1,1,1,2,1,1,1,1,1,4,2,4,5,2,4,2,3,2,5,5,1,7,3,2,4,-1,4,3,1,2,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,-92,1,0
1002543,1,2,97.0228162590247,1,363464,16928,6,8,4,4,4,4,-96,-96,0,0,41,1,1,6,1,1,1,1,1,2,1,1,1,1,1,4,2,4,5,2,4,2,3,2,5,5,1,7,3,2,4,-1,4,3,1,2,4,6,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,-92,1,0
1002544,1,2,97.0228162590247,1,363464,16928,6,8,4,4,4,4,-96,-96,0,0,41,1,2,5,1,1,1,1,1,2,1,1,1,1,1,4,2,4,5,2,4,2,3,2,5,5,1,7,3,2,4,-1,4,3,1,2,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-92,0,0
