Respondent_Serial,term,halfterm,wt_gross,xSCHYR_5_2,xcluster,xstrata,xsurvey_year,Region_name,CSPNC,CSP_name,CSPNC2019,CSP_name2019,CountyCounc_2021,CountyCounc_2023,LDP_combined,LDP_proxy,STP_NC,Overall,Birthmonth_A,age_11,SCHYR_A,SCHYR_5_2,SEX_A,Urbanrural6,urbanrural2,IMDDECILE,IMD10_GR3,IMD_QUINTILE,IDACI_DECILE,IDACI10_GR3,IDACI_QUINTILE,CommNeed10,CommNeed10_GR3,Absence_Overall_GR4,Absence_Persistent_GR6,Daily_mile,ESL_GR10,ESL_GR5,Exclusions_Fixed_GR5,Exclusions_Permanent_GR4,FSM_elig_PC_GR6,FSM_take_PC_GR6,GypEth_GR5,Meetstandards_GR10,Meetstandards_GR4,ofstedrating,PrimaryCount_GR5,Progress8_GR,PupilCount_GR18,PupilTeacherRatio_GR5,Schoolestab,schoolreligion2,schoolreligion4,schoolreligion6,schoolselect2,Schoolsex2,Schoolsex3,SecondaryCount_GR5,PLLIKESP_A,PLLIKESP_A_gr,PLLIKESP_A_gr2,PLLIKEAC2_A,PLLIKEAC2_A_gr,PLLIKEAC2_A_gr2,PLEASY_A,PLEASY_A_gr2,SWIMLK_A,SWIMLK_A_gr2,SWIMLV_A_gr2,WELLHP4_A,TRAVEL_A1,TRAVEL_A2,TRAVEL_A3,TRAVEL_A4,TRAVEL_A5,TRAVEL_A6,WEEKSP1_A01,WEEKSP1_A02,WEEKSP1_A03,WEEKSP1_A04,WEEKSP1_A05,WEEKSP1_A06,WEEKSP1_A07,WEEKSP1_A08,WEEKSP1_A09,WEEKSP1_A12,WEEKAC1_A01,WEEKAC1_A02,WEEKAC1_A03,WEEKAC1_A04,WEEKAC1_A05,WEEKAC1_A06,WEEKAC1_A07,WEEKAC1_A08,WEEKAC1_A09,WEEKAC1_A10,WEEKAC1_A11,WEEKAC1_A12
1002545,1,2,97.0228162590247,1,363464,16928,6,8,4,4,4,4,-96,-96,0,0,41,1,1,5,1,1,1,1,1,2,1,1,1,1,1,4,2,4,5,2,4,2,3,2,5,5,1,7,3,2,4,-1,4,3,1,2,4,6,1,1,1,1,1,1,1,1,1,1,1,1,5,99,99,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-92,0,0
1002546,1,2,97.0228162590247,1,363464,16928,6,8,4,4,4,4,-96,-96,0,0,41,1,3,5,1,1,1,1,1,2,1,1,1,1,1,4,2,4,5,2,4,2,3,2,5,5,1,7,3,2,4,-1,4,3,1,2,4,6,1,1,1,1,2,1,2,2,1,2,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-92,0,0
1002547,1,2,93.956421618195,1,363464,16928,6,8,4,4,4,4,-96,-96,0,0,41,1,3,5,1,1,2,1,1,2,1,1,1,1,1,4,2,4,5,2,4,2,3,2,5,5,1,7,3,2,4,-1,4,3,1,2,4,6,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,-92,0,0
1002548,1,2,93.956421618195,1,363464,16928,6,8,4,4,4,4,-96,-96,0,0,41,1,3,5,1,1,2,1,1,2,1,1,1,1,1,4,2,4,5,2,4,2,3,2,5,5,1,7,3,2,4,-1,4,3,1,2,4,6,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-92,0,0
1002549,1,2,93.956421618195,1,363464,16928,6,8,4,4,4,4,-96,-96,0,0,41,1,4,5,1,1,2,1,1,2,1,1,1,1,1,4,2,4,5,2,4,2,3,2,5,5,1,7,3,2,4,-1,4,3,1,2,4,6,1,1,1,1,2,1,2,3,2,2,3,99,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-92,0,0
1002550,1,2,97.0228162590247,1,363464,16928,6,8,4,4,4,4,-96,-96,0,0,41,1,2,5,1,1,1,1,1,2,1,1,1,1,1,4,2,4,5,2,4,2,3,2,5,5,1,7,3,2,4,-1,4,3,1,2,4,6,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-92,0,0
1002551,1,2,97.0228162590247,1,363464,16928,6,8,4,4,4,4,-96,-96,0,0,41,1,2,5,1,1,1,1,1,2,1,1,1,1,1,4,2,4,5,2,4,2,3,2,5,5,1,7,3,2,4,-1,4,3,1,2,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,-92,0,0
1002552,1,2,97.0228162590247,1,363464,16928,6,8,4,4,4,4,-96,-96,0,0,41,1,4,5,1,1,1,1,1,2,1,1,1,1,1,4,2,4,5,2,4,2,3,2,5,5,1,7,3,2,4,-1,4,3,1,2,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,-92,0,0
1002553,1,2,93.956421618195,1,363464,16928,6,8,4,4,4,4,-96,-96,0,0,41,1,1,6,1,1,2,1,1,2,1,1,1,1,1,4,2,4,5,2,4,2,3,2,5,5,1,7,3,2,4,-1,4,3,1,2,4,6,1,1,1,1,3,2,2,2,1,2,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-92,0,0
1002554,1,2,97.0228162590247,1,363464,16928,6,8,4,4,4,4,-96,-96,0,0,41,1,1,6,1,1,1,1,1,2,1,1,1,1,1,4,2,4,5,2,4,2,3,2,5,5,1,7,3,2,4,-1,4,3,1,2,4,6,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,-92,0,0
1002555,1,2,93.956421618195,1,363464,16928,6,8,4,4,4,4,-96,-96,0,0,41,1,3,5,1,1,2,1,1,2,1,1,1,1,1,4,2,4,5,2,4,2,3,2,5,5,1,7,3,2,4,-1,4,3,1,2,4,6,1,1,1,1,3,2,2,1,1,1,1,1,2,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-92,0,0
1002556,1,2,93.956421618195,1,363464,16928,6,8,4,4,4,4,-96,-96,0,0,41,1,2,5,1,1,2,1,1,2,1,1,1,1,1,4,2,4,5,2,4,2,3,2,5,5,1,7,3,2,4,-1,4,3,1,2,4,6,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-92,0,0
1002557,1,2,93.956421618195,1,363464,16928,6,8,4,4,4,4,-96,-96,0,0,41,1,1,6,1,1,2,1,1,2,1,1,1,1,1,4,2,4,5,2,4,2,3,2,5,5,1,7,3,2,4,-1,4,3,1,2,4,6,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,-92,0,0
1002558,1,2,93.956421618195,1,363464,16928,6,8,4,4,4,4,-96,-96,0,0,41,1,3,5,1,1,2,1,1,2,1,1,1,1,1,4,2,4,5,2,4,2,3,2,5,5,1,7,3,2,4,-1,4,3,1,2,4,6,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-92,0,0
1002559,1,2,97.0228162590247,1,363464,16928,6,8,4,4,4,4,-96,-96,0,0,41,1,3,5,1,1,1,1,1,2,1,1,1,1,1,4,2,4,5,2,4,2,3,2,5,5,1,7,3,2,4,-1,4,3,1,2,4,6,1,1,1,1,1,1,1,3,2,2,1,1,2,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-92,0,0
1002560,1,2,93.956421618195,1,363464,16928,6,8,4,4,4,4,-96,-96,0,0,41,1,3,5,1,1,2,1,1,2,1,1,1,1,1,4,2,4,5,2,4,2,3,2,5,5,1,7,3,2,4,-1,4,3,1,2,4,6,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,-92,0,0
1002561,1,2,93.956421618195,1,363464,16928,6,8,4,4,4,4,-96,-96,0,0,41,1,3,5,1,1,2,1,1,2,1,1,1,1,1,4,2,4,5,2,4,2,3,2,5,5,1,7,3,2,4,-1,4,3,1,2,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-92,0,0
1002562,1,2,93.956421618195,1,363464,16928,6,8,4,4,4,4,-96,-96,0,0,41,1,4,5,1,1,2,1,1,2,1,1,1,1,1,4,2,4,5,2,4,2,3,2,5,5,1,7,3,2,4,-1,4,3,1,2,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-92,0,0
1002563,1,2,97.0228162590247,1,363464,16928,6,8,4,4,4,4,-96,-96,0,0,41,1,2,5,1,1,1,1,1,2,1,1,1,1,1,4,2,4,5,2,4,2,3,2,5,5,1,7,3,2,4,-1,4,3,1,2,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,-92,0,0
1002564,1,2,97.0228162590247,1,363464,16928,6,8,4,4,4,4,-96,-96,0,0,41,1,3,5,1,1,1,1,1,2,1,1,1,1,1,4,2,4,5,2,4,2,3,2,5,5,1,7,3,2,4,-1,4,3,1,2,4,6,1,1,1,1,2,1,2,2,1,2,1,1,2,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-92,0,0
1002565,1,2,93.956421618195,1,363464,16928,6,8,4,4,4,4,-96,-96,0,0,41,1,3,5,1,1,2,1,1,2,1,1,1,1,1,4,2,4,5,2,4,2,3,2,5,5,1,7,3,2,4,-1,4,3,1,2,4,6,1,1,1,1,1,1,1,5,-99,-99,3,99,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-92,0,1
1002566,1,2,93.956421618195,1,363464,16928,6,8,4,4,4,4,-96,-96,0,0,41,1,1,5,1,1,2,1,1,2,1,1,1,1,1,4,2,4,5,2,4,2,3,2,5,5,1,7,3,2,4,-1,4,3,1,2,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,-92,0,0
1002567,1,2,93.956421618195,1,363464,16928,6,8,4,4,4,4,-96,-96,0,0,41,1,4,5,1,1,2,1,1,2,1,1,1,1,1,4,2,4,5,2,4,2,3,2,5,5,1,7,3,2,4,-1,4,3,1,2,4,6,1,1,1,1,5,-99,-99,2,1,2,2,2,2,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,-92,0,0
1002568,1,2,97.0228162590247,1,363464,16928,6,8,4,4,4,4,-96,-96,0,0,41,1,4,5,1,1,1,1,1,2,1,1,1,1,1,4,2,4,5,2,4,2,3,2,5,5,1,7,3,2,4,-1,4,3,1,2,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,-92,0,0
1002569,1,2,97.0228162590247,1,363464,16928,6,8,4,4,4,4,-96,-96,0,0,41,1,2,5,1,1,1,1,1,2,1,1,1,1,1,4,2,4,5,2,4,2,3,2,5,5,1,7,3,2,4,-1,4,3,1,2,4,6,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-92,0,0
1002570,1,2,97.0228162590247,1,363464,16928,6,8,4,4,4,4,-96,-96,0,0,41,1,1,5,1,1,1,1,1,2,1,1,1,1,1,4,2,4,5,2,4,2,3,2,5,5,1,7,3,2,4,-1,4,3,1,2,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-92,0,0
1025190,3,6,123.502807562832,1,361666,16928,6,8,4,4,4,4,-96,-96,0,0,41,1,2,7,2,1,1,1,1,6,2,3,7,2,4,4,2,4,6,1,2,1,2,1,4,3,-1,6,3,2,4,-1,4,3,1,2,4,6,1,1,1,1,4,2,2,2,1,2,2,2,4,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-92,1,0
1005090,1,2,258.161678464131,1,363320,15617,6,5,26,26,26,26,-96,-96,0,0,6,1,2,5,1,1,2,1,1,2,1,1,3,1,2,4,2,4,5,2,1,1,2,1,2,2,1,6,3,2,4,-1,4,3,1,2,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,-92,0,0
1005209,1,2,262.234362528142,1,363320,15617,6,5,26,26,26,26,-96,-96,0,0,6,1,1,6,1,1,1,1,1,2,1,1,3,1,2,4,2,4,5,2,1,1,2,1,2,2,1,6,3,2,4,-1,4,3,1,2,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,-92,0,0
1005219,1,2,258.161678464131,1,363320,15617,6,5,26,26,26,26,-96,-96,0,0,6,1,3,5,1,1,2,1,1,2,1,1,3,1,2,4,2,4,5,2,1,1,2,1,2,2,1,6,3,2,4,-1,4,3,1,2,4,6,1,1,1,1,3,2,2,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,-92,0,0
1005220,1,2,258.161678464131,1,363320,15617,6,5,26,26,26,26,-96,-96,0,0,6,1,4,5,1,1,2,1,1,2,1,1,3,1,2,4,2,4,5,2,1,1,2,1,2,2,1,6,3,2,4,-1,4,3,1,2,4,6,1,1,1,1,3,2,2,2,1,2,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,-92,1,0
1005222,1,2,262.234362528142,1,363320,15617,6,5,26,26,26,26,-96,-96,0,0,6,1,1,6,1,1,1,1,1,2,1,1,3,1,2,4,2,4,5,2,1,1,2,1,2,2,1,6,3,2,4,-1,4,3,1,2,4,6,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,-92,1,0
1005223,1,2,262.234362528142,1,363320,15617,6,5,26,26,26,26,-96,-96,0,0,6,1,3,5,1,1,1,1,1,2,1,1,3,1,2,4,2,4,5,2,1,1,2,1,2,2,1,6,3,2,4,-1,4,3,1,2,4,6,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,-92,0,0
1005226,1,2,258.161678464131,1,363320,15617,6,5,26,26,26,26,-96,-96,0,0,6,1,2,5,1,1,2,1,1,2,1,1,3,1,2,4,2,4,5,2,1,1,2,1,2,2,1,6,3,2,4,-1,4,3,1,2,4,6,1,1,1,1,2,1,2,2,1,2,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,-92,0,0
1005229,1,2,258.161678464131,1,363320,15617,6,5,26,26,26,26,-96,-96,0,0,6,1,4,5,1,1,2,1,1,2,1,1,3,1,2,4,2,4,5,2,1,1,2,1,2,2,1,6,3,2,4,-1,4,3,1,2,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,-92,1,0
1005231,1,2,258.161678464131,1,363320,15617,6,5,26,26,26,26,-96,-96,0,0,6,1,3,5,1,1,2,1,1,2,1,1,3,1,2,4,2,4,5,2,1,1,2,1,2,2,1,6,3,2,4,-1,4,3,1,2,4,6,1,1,1,1,1,1,1,1,1,1,3,99,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,-92,1,0
1005232,1,2,262.234362528142,1,363320,15617,6,5,26,26,26,26,-96,-96,0,0,6,1,4,5,1,1,1,1,1,2,1,1,3,1,2,4,2,4,5,2,1,1,2,1,2,2,1,6,3,2,4,-1,4,3,1,2,4,6,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,-92,0,0
1005235,1,2,258.161678464131,1,363320,15617,6,5,26,26,26,26,-96,-96,0,0,6,1,3,5,1,1,2,1,1,2,1,1,3,1,2,4,2,4,5,2,1,1,2,1,2,2,1,6,3,2,4,-1,4,3,1,2,4,6,1,1,1,1,3,2,2,1,1,1,2,2,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,-92,1,0
1005237,1,2,262.234362528142,1,363320,15617,6,5,26,26,26,26,-96,-96,0,0,6,1,1,6,1,1,1,1,1,2,1,1,3,1,2,4,2,4,5,2,1,1,2,1,2,2,1,6,3,2,4,-1,4,3,1,2,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,-92,0,0
1005238,1,2,262.234362528142,1,363320,15617,6,5,26,26,26,26,-96,-96,0,0,6,1,2,5,1,1,1,1,1,2,1,1,3,1,2,4,2,4,5,2,1,1,2,1,2,2,1,6,3,2,4,-1,4,3,1,2,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,-92,0,0
1005239,1,2,258.161678464131,1,363320,15617,6,5,26,26,26,26,-96,-96,0,0,6,1,3,5,1,1,2,1,1,2,1,1,3,1,2,4,2,4,5,2,1,1,2,1,2,2,1,6,3,2,4,-1,4,3,1,2,4,6,1,1,1,1,3,2,2,1,1,1,2,2,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,-92,1,0
1005240,1,2,262.234362528142,1,363320,15617,6,5,26,26,26,26,-96,-96,0,0,6,1,2,5,1,1,1,1,1,2,1,1,3,1,2,4,2,4,5,2,1,1,2,1,2,2,1,6,3,2,4,-1,4,3,1,2,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-92,0,0
1005241,1,2,262.234362528142,1,363320,15617,6,5,26,26,26,26,-96,-96,0,0,6,1,2,5,1,1,1,1,1,2,1,1,3,1,2,4,2,4,5,2,1,1,2,1,2,2,1,6,3,2,4,-1,4,3,1,2,4,6,1,1,1,1,2,1,2,1,1,1,2,2,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,-92,0,0
1005242,1,2,258.161678464131,1,363320,15617,6,5,26,26,26,26,-96,-96,0,0,6,1,2,5,1,1,2,1,1,2,1,1,3,1,2,4,2,4,5,2,1,1,2,1,2,2,1,6,3,2,4,-1,4,3,1,2,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,-92,0,0
1005243,1,2,258.161678464131,1,363320,15617,6,5,26,26,26,26,-96,-96,0,0,6,1,4,5,1,1,2,1,1,2,1,1,3,1,2,4,2,4,5,2,1,1,2,1,2,2,1,6,3,2,4,-1,4,3,1,2,4,6,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,-92,0,0
1005251,1,2,262.234362528142,1,363320,15617,6,5,26,26,26,26,-96,-96,0,0,6,1,2,5,1,1,1,1,1,2,1,1,3,1,2,4,2,4,5,2,1,1,2,1,2,2,1,6,3,2,4,-1,4,3,1,2,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-92,1,0
1005253,1,2,258.161678464131,1,363320,15617,6,5,26,26,26,26,-96,-96,0,0,6,1,2,5,1,1,2,1,1,2,1,1,3,1,2,4,2,4,5,2,1,1,2,1,2,2,1,6,3,2,4,-1,4,3,1,2,4,6,1,1,1,1,5,-99,-99,1,1,1,1,1,5,99,99,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-92,0,0
1005254,1,2,258.161678464131,1,363320,15617,6,5,26,26,26,26,-96,-96,0,0,6,1,4,5,1,1,2,1,1,2,1,1,3,1,2,4,2,4,5,2,1,1,2,1,2,2,1,6,3,2,4,-1,4,3,1,2,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,-92,1,0
1005255,1,2,262.234362528142,1,363320,15617,6,5,26,26,26,26,-96,-96,0,0,6,1,2,5,1,1,1,1,1,2,1,1,3,1,2,4,2,4,5,2,1,1,2,1,2,2,1,6,3,2,4,-1,4,3,1,2,4,6,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,-92,0,0
1005257,1,2,258.161678464131,1,363320,15617,6,5,26,26,26,26,-96,-96,0,0,6,1,4,5,1,1,2,1,1,2,1,1,3,1,2,4,2,4,5,2,1,1,2,1,2,2,1,6,3,2,4,-1,4,3,1,2,4,6,1,1,1,1,3,2,2,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,-92,0,0
1005258,1,2,258.161678464131,1,363320,15617,6,5,26,26,26,26,-96,-96,0,0,6,1,4,5,1,1,2,1,1,2,1,1,3,1,2,4,2,4,5,2,1,1,2,1,2,2,1,6,3,2,4,-1,4,3,1,2,4,6,1,1,1,1,3,2,2,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,-92,1,0
1005259,1,2,258.161678464131,1,363320,15617,6,5,26,26,26,26,-96,-96,0,0,6,1,1,6,1,1,2,1,1,2,1,1,3,1,2,4,2,4,5,2,1,1,2,1,2,2,1,6,3,2,4,-1,4,3,1,2,4,6,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,-92,0,0
1005260,1,2,258.161678464131,1,363320,15617,6,5,26,26,26,26,-96,-96,0,0,6,1,1,6,1,1,2,1,1,2,1,1,3,1,2,4,2,4,5,2,1,1,2,1,2,2,1,6,3,2,4,-1,4,3,1,2,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,-92,0,0
1005261,1,2,258.161678464131,1,363320,15617,6,5,26,26,26,26,-96,-96,0,0,6,1,2,5,1,1,2,1,1,2,1,1,3,1,2,4,2,4,5,2,1,1,2,1,2,2,1,6,3,2,4,-1,4,3,1,2,4,6,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-92,1,0
1008899,1,2,262.234362528142,1,363320,15617,6,5,26,26,26,26,-96,-96,0,0,6,1,2,5,1,1,1,1,1,2,1,1,3,1,2,4,2,4,5,2,1,1,2,1,2,2,1,6,3,2,4,-1,4,3,1,2,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,-92,0,0
1008900,1,2,262.234362528142,1,363320,15617,6,5,26,26,26,26,-96,-96,0,0,6,1,1,5,1,1,1,1,1,2,1,1,3,1,2,4,2,4,5,2,1,1,2,1,2,2,1,6,3,2,4,-1,4,3,1,2,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,1,-92,1,0
1008901,1,2,262.234362528142,1,363320,15617,6,5,26,26,26,26,-96,-96,0,0,6,1,1,6,1,1,1,1,1,2,1,1,3,1,2,4,2,4,5,2,1,1,2,1,2,2,1,6,3,2,4,-1,4,3,1,2,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,-92,1,0
1014501,2,4,482.464578926182,1,364757,14927,6,5,16,16,16,16,-96,-96,1,7,15,1,1,7,2,1,2,1,1,1,1,1,2,1,1,4,2,4,6,1,4,2,2,1,5,5,-1,5,2,2,4,-1,4,2,1,2,4,6,1,1,1,1,2,1,2,1,1,1,1,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,-92,0,0
1014503,2,4,489.69035366666,1,364757,14927,6,5,16,16,16,16,-96,-96,1,7,15,1,3,6,2,1,1,1,1,1,1,1,2,1,1,4,2,4,6,1,4,2,2,1,5,5,-1,5,2,2,4,-1,4,2,1,2,4,6,1,1,1,1,1,1,1,2,1,2,1,1,4,2,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-92,0,0
1014504,2,4,489.69035366666,1,364757,14927,6,5,16,16,16,16,-96,-96,1,7,15,1,3,6,2,1,1,1,1,1,1,1,2,1,1,4,2,4,6,1,4,2,2,1,5,5,-1,5,2,2,4,-1,4,2,1,2,4,6,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,-92,0,0
1014506,2,4,489.69035366666,1,364757,14927,6,5,16,16,16,16,-96,-96,1,7,15,1,1,7,2,1,1,1,1,1,1,1,2,1,1,4,2,4,6,1,4,2,2,1,5,5,-1,5,2,2,4,-1,4,2,1,2,4,6,1,1,1,1,5,-99,-99,2,1,2,1,1,3,2,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-92,0,0
