survey_year,borough,pct_active,pct_fairly_active,pct_inactive,respondents,weighted_base
2017-18,E09000022 Lambeth,70.84123439839965,11.371674961799144,17.787090639801203,504.0,1038.2646283194154
2017-18,E09000023 Lewisham,68.4167315814228,13.320850306704754,18.26241811187245,480.0,949.8625066442344
2017-18,E09000024 Merton,68.59865663557233,10.877510524170944,20.523832840256738,495.0,656.9877871341755
2017-18,E09000025 Newham,51.11547424412508,15.486173995471864,33.398351760403045,498.0,1089.6379654317402
2017-18,E09000026 Redbridge,57.55011635893488,12.814169931669925,29.635713709395194,483.0,945.3803245400396
2017-18,E09000027 Richmond upon Thames,73.0727161159546,11.374027904633376,15.553255979412024,499.0,628.2591004902413
2017-18,E09000028 Southwark,72.32066892459183,11.146499988860926,16.53283108654724,520.0,1022.4485616538801
2017-18,E09000029 Sutton,54.191682284471,16.41825417937122,29.39006353615779,500.0,646.715214778045
2017-18,E09000030 Tower Hamlets,66.41701999684048,11.271391735883093,22.31158826727643,522.0,962.4055314375148
2017-18,E09000031 Waltham Forest,60.97166413018725,11.130186989272195,27.898148880540557,485.0,854.3623192864559
2017-18,E09000032 Wandsworth,73.82206832711704,9.82011386632061,16.357817806562377,514.0,1040.0062187754927
2017-18,E09000033 Westminster,69.06529509573085,10.376510769774468,20.558194134494702,509.0,822.1560015848621
